TOC(mg/L),FI,BIX,f -min (e),f 0min(e),light intensity(lux),Time(min),pH,Egap(ev),VIP(ev),demove
4.989,1.34301,0.52432,0.0004,0.0041,56857.5,5,7.5,5.69563,7.489,0.0353
4.989,1.34301,0.52432,0.0004,0.0041,56857.5,10,7.5,5.69563,7.489,0.0817
4.989,1.34301,0.52432,0.0004,0.0041,56857.5,20,7.5,5.69563,7.489,0.1727
4.989,1.34301,0.52432,0.0004,0.0041,56857.5,30,7.5,5.69563,7.489,0.2592
4.989,1.34301,0.52432,0.0004,0.0041,56857.5,45,7.5,5.69563,7.489,0.3672
4.989,1.34301,0.52432,0.0004,0.0041,56857.5,60,7.5,5.69563,7.489,0.4526
9.978,1.34301,0.52432,0.0004,0.0041,354822.2,5,7.56,5.69563,7.489,0.1026
9.978,1.34301,0.52432,0.0004,0.0041,354822.2,10,7.56,5.69563,7.489,0.2347
9.978,1.34301,0.52432,0.0004,0.0041,354822.2,20,7.56,5.69563,7.489,0.3381
9.978,1.34301,0.52432,0.0004,0.0041,354822.2,30,7.56,5.69563,7.489,0.4945
9.978,1.34301,0.52432,0.0004,0.0041,354822.2,45,7.56,5.69563,7.489,0.6245
9.978,1.34301,0.52432,0.0004,0.0041,354822.2,60,7.56,5.69563,7.489,0.7362
16.63,1.34301,0.52432,0.0004,0.0041,56857.5,5,7.57,5.69563,7.489,0.0845
16.63,1.34301,0.52432,0.0004,0.0041,56857.5,10,7.57,5.69563,7.489,0.2235
16.63,1.34301,0.52432,0.0004,0.0041,56857.5,20,7.57,5.69563,7.489,0.3834
16.63,1.34301,0.52432,0.0004,0.0041,56857.5,30,7.57,5.69563,7.489,0.5738
16.63,1.34301,0.52432,0.0004,0.0041,56857.5,45,7.57,5.69563,7.489,0.7291
16.63,1.34301,0.52432,0.0004,0.0041,56857.5,60,7.57,5.69563,7.489,0.8286
16.63,1.34301,0.52432,-0.001,-0.0008,44528.75,5,6.82,10.641568,7.0142,0.0441
16.63,1.34301,0.52432,-0.001,-0.0008,44528.75,10,6.82,10.641568,7.0142,0.0448
16.63,1.34301,0.52432,-0.001,-0.0008,44528.75,20,6.82,10.641568,7.0142,0.0585
16.63,1.34301,0.52432,-0.001,-0.0008,44528.75,30,6.82,10.641568,7.0142,0.0619
16.63,1.34301,0.52432,-0.001,-0.0008,44528.75,45,6.82,10.641568,7.0142,0.0658
16.63,1.34301,0.52432,-0.001,-0.0008,44528.75,60,6.82,10.641568,7.0142,0.0678
16.63,1.34301,0.52432,0.001,0.0011,44528.75,5,7.47,5.06482,7.485,0.0331
16.63,1.34301,0.52432,0.001,0.0011,44528.75,10,7.47,5.06482,7.485,0.0406
16.63,1.34301,0.52432,0.001,0.0011,44528.75,20,7.47,5.06482,7.485,0.0655
16.63,1.34301,0.52432,0.001,0.0011,44528.75,30,7.47,5.06482,7.485,0.0926
16.63,1.34301,0.52432,0.001,0.0011,44528.75,45,7.47,5.06482,7.485,0.0999
16.63,1.34301,0.52432,0.001,0.0011,44528.75,60,7.47,5.06482,7.485,0.1048
4.989,1.34301,0.52432,-0.0008,0.0033,56857.5,5,7.69,9.062218,7.0095,0.0118
4.989,1.34301,0.52432,-0.0008,0.0033,56857.5,10,7.69,9.062218,7.0095,0.0208
4.989,1.34301,0.52432,-0.0008,0.0033,56857.5,20,7.69,9.062218,7.0095,0.0261
4.989,1.34301,0.52432,-0.0008,0.0033,56857.5,30,7.69,9.062218,7.0095,0.0265
4.989,1.34301,0.52432,-0.0008,0.0033,56857.5,45,7.69,9.062218,7.0095,0.0346
4.989,1.34301,0.52432,-0.0008,0.0033,56857.5,60,7.69,9.062218,7.0095,0.0575
9.978,1.34301,0.52432,-0.0008,0.0033,354822.2,5,7.82,9.062218,7.0095,0.0088
9.978,1.34301,0.52432,-0.0008,0.0033,354822.2,10,7.82,9.062218,7.0095,0.0266
9.978,1.34301,0.52432,-0.0008,0.0033,354822.2,20,7.82,9.062218,7.0095,0.041
9.978,1.34301,0.52432,-0.0008,0.0033,354822.2,30,7.82,9.062218,7.0095,0.0773
9.978,1.34301,0.52432,-0.0008,0.0033,354822.2,45,7.82,9.062218,7.0095,0.0917
9.978,1.34301,0.52432,-0.0008,0.0033,354822.2,60,7.82,9.062218,7.0095,0.1112
16.63,1.34301,0.52432,-0.0008,0.0033,56857.5,5,7.89,9.062218,7.0095,0.0156
16.63,1.34301,0.52432,-0.0008,0.0033,56857.5,10,7.89,9.062218,7.0095,0.0212
16.63,1.34301,0.52432,-0.0008,0.0033,56857.5,20,7.89,9.062218,7.0095,0.0522
16.63,1.34301,0.52432,-0.0008,0.0033,56857.5,30,7.89,9.062218,7.0095,0.0604
16.63,1.34301,0.52432,-0.0008,0.0033,56857.5,45,7.89,9.062218,7.0095,0.0941
16.63,1.34301,0.52432,-0.0008,0.0033,56857.5,60,7.89,9.062218,7.0095,0.1075
4.989,1.34301,0.52432,0.0033,0.0043,354822.2,5,7.44,7.989244,7.2589,0.019
4.989,1.34301,0.52432,0.0033,0.0043,354822.2,10,7.44,7.989244,7.2589,0.039
4.989,1.34301,0.52432,0.0033,0.0043,354822.2,20,7.44,7.989244,7.2589,0.0814
4.989,1.34301,0.52432,0.0033,0.0043,354822.2,30,7.44,7.989244,7.2589,0.1156
4.989,1.34301,0.52432,0.0033,0.0043,354822.2,45,7.44,7.989244,7.2589,0.1645
4.989,1.34301,0.52432,0.0033,0.0043,354822.2,60,7.44,7.989244,7.2589,0.1802
9.978,1.34301,0.52432,0.0033,0.0043,354822.2,5,7.3,7.989244,7.2589,0.0005
9.978,1.34301,0.52432,0.0033,0.0043,354822.2,10,7.3,7.989244,7.2589,0.0286
9.978,1.34301,0.52432,0.0033,0.0043,354822.2,20,7.3,7.989244,7.2589,0.0668
9.978,1.34301,0.52432,0.0033,0.0043,354822.2,30,7.3,7.989244,7.2589,0.0845
9.978,1.34301,0.52432,0.0033,0.0043,354822.2,45,7.3,7.989244,7.2589,0.1301
9.978,1.34301,0.52432,0.0033,0.0043,354822.2,60,7.3,7.989244,7.2589,0.1576
16.63,1.34301,0.52432,0.0033,0.0043,56857.5,5,7.22,7.989244,7.2589,0.011
16.63,1.34301,0.52432,0.0033,0.0043,56857.5,10,7.22,7.989244,7.2589,0.0416
16.63,1.34301,0.52432,0.0033,0.0043,56857.5,20,7.22,7.989244,7.2589,0.047
16.63,1.34301,0.52432,0.0033,0.0043,56857.5,30,7.22,7.989244,7.2589,0.0734
16.63,1.34301,0.52432,0.0033,0.0043,56857.5,45,7.22,7.989244,7.2589,0.1073
16.63,1.34301,0.52432,0.0033,0.0043,56857.5,60,7.22,7.989244,7.2589,0.1391
5.8065,1.51914,0.41623,0.0004,0.0041,354822.2,5,6.09,5.69563,7.489,0.0092
5.8065,1.51914,0.41623,0.0004,0.0041,354822.2,10,6.09,5.69563,7.489,0.012
5.8065,1.51914,0.41623,0.0004,0.0041,354822.2,20,6.09,5.69563,7.489,0.0149
5.8065,1.51914,0.41623,0.0004,0.0041,354822.2,30,6.09,5.69563,7.489,0.0152
5.8065,1.51914,0.41623,0.0004,0.0041,354822.2,45,6.09,5.69563,7.489,0.0381
5.8065,1.51914,0.41623,0.0004,0.0041,354822.2,60,6.09,5.69563,7.489,0.0531
11.613,1.51914,0.41623,0.0004,0.0041,56857.5,5,6.2,5.69563,7.489,0.0078
11.613,1.51914,0.41623,0.0004,0.0041,56857.5,10,6.2,5.69563,7.489,0.0197
11.613,1.51914,0.41623,0.0004,0.0041,56857.5,20,6.2,5.69563,7.489,0.0337
11.613,1.51914,0.41623,0.0004,0.0041,56857.5,30,6.2,5.69563,7.489,0.0618
11.613,1.51914,0.41623,0.0004,0.0041,56857.5,45,6.2,5.69563,7.489,0.0757
11.613,1.51914,0.41623,0.0004,0.0041,56857.5,60,6.2,5.69563,7.489,0.0849
19.355,1.51914,0.41623,0.0004,0.0041,56857.5,5,6.26,5.69563,7.489,0.0022
19.355,1.51914,0.41623,0.0004,0.0041,56857.5,10,6.26,5.69563,7.489,0.01
19.355,1.51914,0.41623,0.0004,0.0041,56857.5,20,6.26,5.69563,7.489,0.014
19.355,1.51914,0.41623,0.0004,0.0041,56857.5,30,6.26,5.69563,7.489,0.0319
19.355,1.51914,0.41623,0.0004,0.0041,56857.5,45,6.26,5.69563,7.489,0.0503
19.355,1.51914,0.41623,0.0004,0.0041,56857.5,60,6.26,5.69563,7.489,0.0751
19.355,1.51914,0.41623,-0.001,-0.0008,354822.2,5,5.37,10.641568,7.0142,0.0025
19.355,1.51914,0.41623,-0.001,-0.0008,354822.2,10,5.37,10.641568,7.0142,0.0175
19.355,1.51914,0.41623,-0.001,-0.0008,354822.2,20,5.37,10.641568,7.0142,0.0218
19.355,1.51914,0.41623,-0.001,-0.0008,354822.2,30,5.37,10.641568,7.0142,0.0236
19.355,1.51914,0.41623,-0.001,-0.0008,354822.2,45,5.37,10.641568,7.0142,0.0242
19.355,1.51914,0.41623,-0.001,-0.0008,354822.2,60,5.37,10.641568,7.0142,0.0244
19.355,1.51914,0.41623,0.001,0.0011,44528.75,5,5.54,5.06482,7.485,0.0151
19.355,1.51914,0.41623,0.001,0.0011,44528.75,10,5.54,5.06482,7.485,0.0307
19.355,1.51914,0.41623,0.001,0.0011,44528.75,20,5.54,5.06482,7.485,0.0321
19.355,1.51914,0.41623,0.001,0.0011,44528.75,30,5.54,5.06482,7.485,0.0323
19.355,1.51914,0.41623,0.001,0.0011,44528.75,45,5.54,5.06482,7.485,0.0331
19.355,1.51914,0.41623,0.001,0.0011,44528.75,60,5.54,5.06482,7.485,0.0352
5.8065,1.51914,0.41623,-0.0008,0.0033,354822.2,5,6.39,9.062218,7.0095,0.0151
5.8065,1.51914,0.41623,-0.0008,0.0033,354822.2,10,6.39,9.062218,7.0095,0.0183
5.8065,1.51914,0.41623,-0.0008,0.0033,354822.2,20,6.39,9.062218,7.0095,0.0202
5.8065,1.51914,0.41623,-0.0008,0.0033,354822.2,30,6.39,9.062218,7.0095,0.0341
5.8065,1.51914,0.41623,-0.0008,0.0033,354822.2,45,6.39,9.062218,7.0095,0.0374
5.8065,1.51914,0.41623,-0.0008,0.0033,354822.2,60,6.39,9.062218,7.0095,0.0424
11.613,1.51914,0.41623,-0.0008,0.0033,56857.5,5,6.43,9.062218,7.0095,0.0065
11.613,1.51914,0.41623,-0.0008,0.0033,56857.5,10,6.43,9.062218,7.0095,0.026
11.613,1.51914,0.41623,-0.0008,0.0033,56857.5,20,6.43,9.062218,7.0095,0.0269
11.613,1.51914,0.41623,-0.0008,0.0033,56857.5,30,6.43,9.062218,7.0095,0.028
11.613,1.51914,0.41623,-0.0008,0.0033,56857.5,45,6.43,9.062218,7.0095,0.0341
11.613,1.51914,0.41623,-0.0008,0.0033,56857.5,60,6.43,9.062218,7.0095,0.0384
19.355,1.51914,0.41623,-0.0008,0.0033,354822.2,5,6.58,9.062218,7.0095,0.0286
19.355,1.51914,0.41623,-0.0008,0.0033,354822.2,10,6.58,9.062218,7.0095,0.0323
19.355,1.51914,0.41623,-0.0008,0.0033,354822.2,20,6.58,9.062218,7.0095,0.0349
19.355,1.51914,0.41623,-0.0008,0.0033,354822.2,30,6.58,9.062218,7.0095,0.0377
19.355,1.51914,0.41623,-0.0008,0.0033,354822.2,45,6.58,9.062218,7.0095,0.0553
19.355,1.51914,0.41623,-0.0008,0.0033,354822.2,60,6.58,9.062218,7.0095,0.0628
5.8065,1.51914,0.41623,0.0033,0.0043,56857.5,5,6.6,7.989244,7.2589,0.0305
5.8065,1.51914,0.41623,0.0033,0.0043,56857.5,10,6.6,7.989244,7.2589,0.0492
5.8065,1.51914,0.41623,0.0033,0.0043,56857.5,20,6.6,7.989244,7.2589,0.0613
5.8065,1.51914,0.41623,0.0033,0.0043,56857.5,30,6.6,7.989244,7.2589,0.0868
5.8065,1.51914,0.41623,0.0033,0.0043,56857.5,45,6.6,7.989244,7.2589,0.0974
5.8065,1.51914,0.41623,0.0033,0.0043,56857.5,60,6.6,7.989244,7.2589,0.1029
11.613,1.51914,0.41623,0.0033,0.0043,354822.2,5,6.41,7.989244,7.2589,0.0072
11.613,1.51914,0.41623,0.0033,0.0043,354822.2,10,6.41,7.989244,7.2589,0.0077
11.613,1.51914,0.41623,0.0033,0.0043,354822.2,20,6.41,7.989244,7.2589,0.0388
11.613,1.51914,0.41623,0.0033,0.0043,354822.2,30,6.41,7.989244,7.2589,0.0665
11.613,1.51914,0.41623,0.0033,0.0043,354822.2,45,6.41,7.989244,7.2589,0.0932
11.613,1.51914,0.41623,0.0033,0.0043,354822.2,60,6.41,7.989244,7.2589,0.1092
19.355,1.51914,0.41623,0.0033,0.0043,56857.5,5,6.32,7.989244,7.2589,0.0148
19.355,1.51914,0.41623,0.0033,0.0043,56857.5,10,6.32,7.989244,7.2589,0.0159
19.355,1.51914,0.41623,0.0033,0.0043,56857.5,20,6.32,7.989244,7.2589,0.0287
19.355,1.51914,0.41623,0.0033,0.0043,56857.5,30,6.32,7.989244,7.2589,0.033
19.355,1.51914,0.41623,0.0033,0.0043,56857.5,45,6.32,7.989244,7.2589,0.0718
19.355,1.51914,0.41623,0.0033,0.0043,56857.5,60,6.32,7.989244,7.2589,0.0778
5.2845,1.25427,0.43964,0.0004,0.0041,354822.2,5,7.56,5.69563,7.489,0.1227
5.2845,1.25427,0.43964,0.0004,0.0041,354822.2,10,7.56,5.69563,7.489,0.2478
5.2845,1.25427,0.43964,0.0004,0.0041,354822.2,20,7.56,5.69563,7.489,0.4365
5.2845,1.25427,0.43964,0.0004,0.0041,354822.2,30,7.56,5.69563,7.489,0.5334
5.2845,1.25427,0.43964,0.0004,0.0041,354822.2,60,7.56,5.69563,7.489,0.6738
5.2845,1.25427,0.43964,0.0004,0.0041,354822.2,90,7.56,5.69563,7.489,0.7366
10.569,1.25427,0.43964,0.0004,0.0041,56857.5,5,7.51,5.69563,7.489,0.2414
10.569,1.25427,0.43964,0.0004,0.0041,56857.5,10,7.51,5.69563,7.489,0.4269
10.569,1.25427,0.43964,0.0004,0.0041,56857.5,20,7.51,5.69563,7.489,0.629
10.569,1.25427,0.43964,0.0004,0.0041,56857.5,30,7.51,5.69563,7.489,0.7368
10.569,1.25427,0.43964,0.0004,0.0041,56857.5,60,7.51,5.69563,7.489,0.8715
10.569,1.25427,0.43964,0.0004,0.0041,56857.5,90,7.51,5.69563,7.489,0.9417
17.615,1.25427,0.43964,0.0004,0.0041,56857.5,5,7.5,5.69563,7.489,0.1742
17.615,1.25427,0.43964,0.0004,0.0041,56857.5,10,7.5,5.69563,7.489,0.3788
17.615,1.25427,0.43964,0.0004,0.0041,56857.5,20,7.5,5.69563,7.489,0.6348
17.615,1.25427,0.43964,0.0004,0.0041,56857.5,30,7.5,5.69563,7.489,0.8036
17.615,1.25427,0.43964,0.0004,0.0041,56857.5,45,7.5,5.69563,7.489,0.9002
17.615,1.25427,0.43964,0.0004,0.0041,56857.5,60,7.5,5.69563,7.489,0.9491
17.615,1.25427,0.43964,-0.001,-0.0008,56857.5,5,7.28,10.641568,7.0142,0.0513
17.615,1.25427,0.43964,-0.001,-0.0008,56857.5,10,7.28,10.641568,7.0142,0.0712
17.615,1.25427,0.43964,-0.001,-0.0008,56857.5,20,7.28,10.641568,7.0142,0.1091
17.615,1.25427,0.43964,-0.001,-0.0008,56857.5,30,7.28,10.641568,7.0142,0.1192
17.615,1.25427,0.43964,-0.001,-0.0008,56857.5,45,7.28,10.641568,7.0142,0.1372
17.615,1.25427,0.43964,-0.001,-0.0008,56857.5,60,7.28,10.641568,7.0142,0.1961
5.2845,1.25427,0.43964,0.001,0.0011,44528.75,5,6.8,5.06482,7.485,0.0103
5.2845,1.25427,0.43964,0.001,0.0011,44528.75,10,6.8,5.06482,7.485,0.0193
5.2845,1.25427,0.43964,0.001,0.0011,44528.75,20,6.8,5.06482,7.485,0.0222
5.2845,1.25427,0.43964,0.001,0.0011,44528.75,30,6.8,5.06482,7.485,0.0261
5.2845,1.25427,0.43964,0.001,0.0011,44528.75,45,6.8,5.06482,7.485,0.0287
5.2845,1.25427,0.43964,0.001,0.0011,44528.75,60,6.8,5.06482,7.485,0.0473
